Time,Conductivity,Temperature,Pressure,Chlorophyll,Backscatter,Temperature,Dissolved O2 concentration,PAR,Transmittance,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O2 saturation,Density anomaly
2020-11-06 11:07:50.500,64.4036351,28.8047093,12.3528621,51.0000000,52.0000000,28.6323000,221.3721411,4.7774871,45.2405615,2.2203621,2.2022559,40.1183489,1548.5103458,60033.1056127,114.8001772,25.9888530
2020-11-06 11:07:51.000,64.4992424,28.7770898,12.3586579,51.0000000,52.0000000,28.6323000,221.2506494,4.9161062,45.2424547,2.2261579,2.2080044,40.2094085,1548.5479835,60151.8106820,114.7446164,26.0668414
2020-11-06 11:07:51.500,64.4608288,28.7743984,12.3647165,51.0000000,52.0000000,28.6572000,219.8443699,4.6379121,45.2423966,2.2322165,2.2140136,40.1844962,1548.5161002,60118.8690478,113.9946056,26.0490078
2020-11-06 11:07:52.000,64.4452858,28.7616605,12.3239554,51.0000000,52.0000000,28.6572000,219.8399408,4.2507348,45.2422572,2.1914554,2.1735849,40.1843102,1548.4882162,60118.0173886,113.9689920,26.0530071
2020-11-06 11:07:52.500,64.4275853,28.7446089,12.3614614,51.0000000,52.0000000,28.6724000,220.1192143,4.6197482,45.2422805,2.2289614,2.2107850,40.1862298,1548.4547099,60119.7753097,114.0838959,26.0603846
2020-11-06 11:07:53.000,64.4767041,28.7990655,12.3920896,51.0000000,52.0000000,28.6724000,220.1521102,3.6379430,45.2421295,2.2595896,2.2411635,40.1748071,1548.5586009,60107.2572264,114.1930194,26.0334689
2020-11-06 11:07:53.500,64.4712114,28.7881600,12.4365788,51.0000000,52.0000000,28.6810000,219.1452580,3.9323890,45.2421527,2.3040788,2.2852899,40.1801509,1548.5418863,60113.8122852,113.6543401,26.0413787
2020-11-06 11:07:54.000,64.4531404,28.7924934,12.4087784,51.0000000,52.0000000,28.6810000,219.1665829,4.4266375,45.2408635,2.2762784,2.2577161,40.1636989,1548.5332443,60092.3241257,113.6628749,26.0273969
2020-11-06 11:07:54.500,64.4293864,28.7816217,12.4352212,51.0000000,52.0000000,28.6972000,219.5112963,6.3873800,45.2408518,2.3027212,2.2839433,40.1560939,1548.5026327,60081.8119176,113.8170664,26.0254615
2020-11-06 11:07:55.000,64.4405159,28.7666616,12.4480487,51.0000000,52.0000000,28.6972000,219.4811856,4.4266375,45.2409680,2.3155487,2.2966662,40.1766502,1548.4928254,60108.2104305,113.7872550,26.0460701
2020-11-06 11:07:55.500,64.4570919,28.7672805,12.5011858,51.0000000,52.0000000,28.6938000,219.2757317,3.7478822,45.2409912,2.3686858,2.3493700,40.1878432,1548.5068403,60123.0089491,113.6889376,26.0545203
2020-11-06 11:07:56.000,64.4463406,28.7599254,12.4542827,51.0000000,52.0000000,28.6938000,219.2745400,5.3854989,45.2408751,2.3217827,2.3028494,40.1864859,1548.4890257,60120.8604739,113.6741009,26.0557882
2020-11-06 11:07:56.500,64.4166778,28.7457636,12.4111230,51.0000000,52.0000000,28.6754000,220.1779310,6.8825846,45.2409215,2.2786230,2.2600417,40.1775083,1548.4487924,60108.3596540,114.1109008,26.0536333
2020-11-06 11:07:57.000,64.4083717,28.7477693,12.4230245,52.0000000,52.0000000,28.6754000,220.1879920,5.6292773,45.2408054,2.2905245,2.2718461,40.1699205,1548.4452411,60098.4603099,114.1149596,26.0472878
2020-11-06 11:07:57.500,64.4312609,28.7589584,12.4844063,52.0000000,52.0000000,28.6819000,220.0181665,4.3845738,45.2408983,2.3519063,2.3327274,40.1766187,1548.4770716,60107.8288353,114.0515856,26.0488088
2020-11-06 11:07:58.000,64.4591286,28.7837606,12.5366833,51.0000000,52.0000000,28.6819000,220.0286643,4.9725098,45.2409331,2.4041833,2.3845781,40.1752967,1548.5291289,60107.2566879,114.1013988,26.0396372
2020-11-06 11:07:58.500,64.4499666,28.7954173,12.5018390,51.0000000,52.0000000,28.6853000,220.1114077,5.7210526,45.2410261,2.3693390,2.3500178,40.1589446,1548.5359893,60086.2356557,114.1551901,26.0232202
2020-11-06 11:07:59.000,64.4479831,28.7788528,12.4689189,52.0000000,52.0000000,28.6853000,220.0900199,6.5059232,45.2408054,2.3364189,2.3173663,40.1715917,1548.5136804,60102.1184542,114.1219174,26.0382194
2020-11-06 11:07:59.500,64.4529588,28.7516923,12.4571166,52.0000000,52.0000000,28.6905000,219.9406442,5.0920090,45.2407008,2.3246166,2.3056602,40.1981579,1548.4839295,60135.8584417,114.0118123,26.0673820
2020-11-06 11:08:00.000,64.4924909,28.8221619,12.5501247,51.0000000,52.0000000,28.6905000,220.0043682,4.7191715,45.2409215,2.4176247,2.3979098,40.1663496,1548.6012390,60097.2534023,114.1531214,26.0199422
2020-11-06 11:08:00.500,64.5195030,28.7928305,12.5095542,51.0000000,52.0000000,28.7001000,219.4739670,6.3921600,45.2408402,2.3770542,2.3576702,40.2103423,1548.5848551,60153.8353818,113.8524118,26.0628550
2020-11-06 11:08:01.000,64.4752426,28.7831250,12.4652893,51.0000000,52.0000000,28.7001000,219.4984842,6.9609761,45.2407473,2.3327893,2.3137662,40.1872644,1548.5392054,60122.9636203,113.8328763,26.0485659
2020-11-06 11:08:01.500,64.4675508,28.7717789,12.4691633,52.0000000,52.0000000,28.7007000,219.6805488,5.6503091,45.2407473,2.3366633,2.3176086,40.1914423,1548.5196337,60127.9447340,113.9092909,26.0555728
2020-11-06 11:08:02.000,64.5022833,28.8161856,12.5776414,52.0000000,52.0000000,28.7007000,219.7125388,5.3061515,45.2407938,2.4451414,2.4252021,40.1783306,1548.6016882,60112.7740691,113.9984107,26.0311115
2020-11-06 11:08:02.500,64.5138181,28.7982032,12.5562846,52.0000000,52.0000000,28.6980000,219.5391175,5.4313866,45.2406312,2.4237846,2.4040195,40.2017456,1548.5879521,60142.7796510,113.8905407,26.0547562
2020-11-06 11:08:03.000,64.4770910,28.7993529,12.5318964,52.0000000,52.0000000,28.6980000,219.5722293,7.0795193,45.2424547,2.3993964,2.3798302,40.1747909,1548.5615451,60107.3101777,113.8927475,26.0339540
2020-11-06 11:08:03.500,64.4746216,28.7775596,12.4874890,51.0000000,52.0000000,28.6982000,220.2583304,6.3720841,45.2426405,2.3549890,2.3357849,40.1915380,1548.5322942,60128.3460571,114.2194931,26.0537653
2020-11-06 11:08:04.000,64.5202025,28.7676618,12.5745324,51.0000000,52.0000000,28.6982000,220.2057861,4.5968044,45.2424082,2.4420324,2.4221185,40.2321816,1548.5556610,60181.4670953,114.1999856,26.0881118
2020-11-06 11:08:04.500,64.5159631,28.7819643,12.5844443,51.0000000,52.0000000,28.7002000,220.0207167,5.6111134,45.2424082,2.4519443,2.4319496,40.2170335,1548.5701552,60162.1793177,114.1204736,26.0718961
2020-11-06 11:08:05.000,64.4998874,28.7765482,12.5375870,51.0000000,52.0000000,28.7002000,220.0268032,7.0737833,45.2425011,2.4050870,2.3854744,40.2102655,1548.5507506,60152.9926071,114.1094637,26.0684317
2020-11-06 11:08:05.500,64.4914424,28.7735418,12.5073068,51.0000000,53.0000000,28.7017000,219.5235374,6.0709462,45.2424082,2.3748068,2.3554411,40.2068482,1548.5402648,60148.3385886,113.8408313,26.0667461
2020-11-06 11:08:06.000,64.5015342,28.7716683,12.5533335,51.0000000,53.0000000,28.7017000,219.5125787,5.7382605,45.2419436,2.4208335,2.4010925,40.2155681,1548.5462682,60159.7590065,113.8372586,26.0741467
2020-11-06 11:08:06.500,64.5078775,28.7795878,12.6078293,51.0000000,52.0000000,28.7015000,219.7530300,5.6914168,45.2407822,2.4753293,2.4551439,40.2133189,1548.5615947,60157.1862485,113.9749493,26.0700016
2020-11-06 11:08:07.000,64.5005439,28.7860542,12.5519783,51.0000000,52.0000000,28.7015000,219.7678761,6.2650129,45.2409912,2.4194783,2.3997483,40.2026590,1548.5631100,60143.4183556,113.9876704,26.0595418
2020-11-06 11:08:07.500,64.4832715,28.7740557,12.5177927,52.0000000,52.0000000,28.7097000,218.8667219,6.9944359,45.2410957,2.3852927,2.3658415,40.2006240,1548.5349640,60140.1672690,113.4972243,26.0619268
2020-11-06 11:08:08.000,64.4940763,28.7815222,12.5751928,52.0000000,52.0000000,28.7097000,218.8680997,5.9552710,45.2410493,2.4426928,2.4227735,40.2019186,1548.5531176,60142.2432595,113.5122950,26.0606178
2020-11-06 11:08:08.500,64.5095535,28.7750118,12.5624954,51.0000000,52.0000000,28.7088000,219.7281263,5.6617810,45.2410028,2.4299954,2.4101796,40.2184046,1548.5565005,60163.6541618,113.9569234,26.0751906
2020-11-06 11:08:09.000,64.5135309,28.7694910,12.5381833,51.0000000,52.0000000,28.7088000,219.7168870,6.2344211,45.2410493,2.4056833,2.3860658,40.2259160,1548.5523158,60173.2827105,113.9458013,26.0826167
2020-11-06 11:08:09.500,64.5115749,28.7770953,12.5113044,51.0000000,52.0000000,28.7227000,219.8302510,5.6828129,45.2410261,2.3788044,2.3594062,40.2180840,1548.5597161,60163.3059287,114.0134798,26.0740257
2020-11-06 11:08:10.000,64.4974437,28.7775319,12.5372901,51.0000000,52.0000000,28.7227000,219.8432712,5.6187613,45.2408867,2.4047901,2.3851799,40.2077007,1548.5501245,60149.6593392,114.0144476,26.0661647
2020-11-06 11:08:10.500,64.5017635,28.7743486,12.5835781,51.0000000,52.0000000,28.7240000,220.0273635,5.8376838,45.2409331,2.4510781,2.4310905,40.2134453,1548.5502179,60157.0997750,114.1077613,26.0717681
2020-11-06 11:08:11.000,64.4996083,28.7726631,12.6110564,53.0000000,52.0000000,28.7240000,220.0271053,5.1818723,45.2408054,2.4785564,2.4583446,40.2133411,1548.5469982,60156.8964817,114.1044885,26.0723773
2020-11-06 11:08:11.500,64.4918690,28.7828707,12.5986079,53.0000000,52.0000000,28.7304000,219.5879179,7.5374401,45.2408983,2.4661079,2.4459977,40.1992042,1548.5535054,60138.7399827,113.8863521,26.0582154
2020-11-06 11:08:12.000,64.4889146,28.7807042,12.6117905,52.0000000,53.0000000,28.7304000,219.5875824,7.0059078,45.2408867,2.4792905,2.4590728,40.1989466,1548.5488651,60138.3061531,113.8820734,26.0588112
2020-11-06 11:08:12.500,64.5066942,28.7974293,12.5595203,52.0000000,53.0000000,28.7407000,218.8998555,5.5833896,45.2407589,2.4270203,2.4072288,40.1973598,1548.5817415,60136.9673025,113.5547386,26.0517276
2020-11-06 11:08:13.000,64.5088734,28.8004861,12.5902798,52.0000000,52.0000000,28.7407000,218.9024053,5.9351952,45.2408983,2.4577798,2.4377375,40.1962991,1548.5876137,60135.7249740,113.5609361,26.0500236
2020-11-06 11:08:13.500,64.4952332,28.8044384,12.5877004,52.0000000,52.0000000,28.7464000,219.8590660,5.2879876,45.2409215,2.4552004,2.4351791,40.1832975,1548.5822258,60118.7777206,114.0561858,26.0388774
2020-11-06 11:08:14.000,64.4985571,28.8022715,12.5758427,52.0000000,54.0000000,28.7464000,219.8531167,5.2487919,45.2409564,2.4433427,2.4234182,40.1874903,1548.5818603,60124.1962369,114.0518098,26.0427203
2020-11-06 11:08:14.500,64.4963280,28.8053671,12.5482460,52.0000000,54.0000000,28.7517000,219.6728688,5.5021301,45.2406312,2.4157460,2.3960464,40.1832978,1548.5835287,60118.8040274,113.9612828,26.0383952
2020-11-06 11:08:15.000,64.5119115,28.8044218,12.6058795,51.0000000,52.0000000,28.7517000,219.6585356,4.1035118,45.2407938,2.4733795,2.4532100,40.1951058,1548.5949515,60134.3420270,113.9596045,26.0478572
2020-11-06 11:08:15.500,64.5336758,28.7955389,12.6507402,51.0000000,52.0000000,28.7479000,219.2324622,4.9352260,45.2427334,2.5182402,2.4977049,40.2180279,1548.6010741,60164.1468368,113.7369088,26.0683287
2020-11-06 11:08:16.000,64.5538916,28.8100769,12.6351603,52.0000000,52.0000000,28.7479000,219.2349232,6.0508704,45.2427915,2.5026603,2.4822520,40.2200019,1548.6336758,60167.4142537,113.7658439,26.0648231
2020-11-06 11:08:16.500,64.5435265,28.8167108,12.5630307,52.0000000,52.0000000,28.7623000,219.9484997,5.5241180,45.2426405,2.4305307,2.4107106,40.2070647,1548.6328590,60150.6480692,114.1400199,26.0525205
2020-11-06 11:08:17.000,64.5312881,28.7891052,12.6499455,52.0000000,52.0000000,28.7623000,219.9216264,5.3118874,45.2425011,2.5174455,2.4969167,40.2217986,1548.5914116,60168.8155690,114.0851111,26.0733462
2020-11-06 11:08:17.500,64.5250729,28.7860045,12.6685603,52.0000000,52.0000000,28.7657000,219.9266213,4.1608714,45.2426637,2.5360603,2.5153796,40.2200250,1548.5832857,60166.3437658,114.0809272,26.0731394
2020-11-06 11:08:18.000,64.5164975,28.8006188,12.6139330,52.0000000,52.0000000,28.7657000,219.9538082,6.1655896,45.2426521,2.4814330,2.4611978,40.2015736,1548.5938560,60142.6900724,114.1099634,26.0540533
2020-11-06 11:08:18.500,64.5028361,28.8011770,12.6040128,52.0000000,52.0000000,28.7720000,219.4670979,6.9839199,45.2409796,2.4715128,2.4513585,40.1914367,1548.5841792,60129.3570460,113.8520640,26.0461843
2020-11-06 11:08:19.000,64.5230620,28.8064506,12.6127878,52.0000000,52.0000000,28.7720000,219.4569694,5.4285186,45.2409448,2.4802878,2.4600619,40.2012724,1548.6058674,60142.5630970,113.8626221,26.0518453
2020-11-06 11:08:19.500,64.5151936,28.8086839,12.6384024,51.0000000,53.0000000,28.7703000,219.7073516,4.5671686,45.2409448,2.5059024,2.4854677,40.1938030,1548.6031485,60132.8374673,113.9918640,26.0455697
2020-11-06 11:08:20.000,64.5368658,28.8026198,12.6231066,51.0000000,53.0000000,28.7703000,219.6801580,5.1933443,45.2411538,2.4906066,2.4702966,40.2142860,1548.6116564,60159.5336708,113.9796906,26.0629925
2020-11-06 11:08:20.500,64.5080061,28.7750781,12.5534929,52.0000000,52.0000000,28.7758000,219.9781741,6.4485636,45.2411306,2.4209929,2.4012506,40.2172557,1548.5552776,60162.1399088,114.0859972,26.0742642
2020-11-06 11:08:21.000,64.5158173,28.7780846,12.5923697,52.0000000,52.0000000,28.7758000,219.9758550,5.0346494,45.2411190,2.4598697,2.4398103,40.2202209,1548.5654306,60166.2019215,114.0921545,26.0756455
2020-11-06 11:08:21.500,64.5199187,28.7817046,12.6243420,52.0000000,52.0000000,28.7754000,219.1703593,4.4906891,45.2410841,2.4918420,2.4715219,40.2200409,1548.5734488,60166.1463270,113.6808382,26.0744198
2020-11-06 11:08:22.000,64.5198994,28.7790186,12.6296026,52.0000000,52.0000000,28.7754000,219.1667181,5.2507039,45.2410144,2.4971026,2.4767396,40.2223056,1548.5702355,60169.0075750,113.6755028,26.0770584
2020-11-06 11:08:22.500,64.5121903,28.7858829,12.5974960,52.0000000,52.0000000,28.7679000,220.1984125,5.5680937,45.2411538,2.4649960,2.4448948,40.2110329,1548.5723465,60154.4616716,114.2159812,26.0661029
2020-11-06 11:08:23.000,64.4999798,28.7906749,12.5610960,52.0000000,52.0000000,28.7679000,220.2153414,6.2344211,45.2409215,2.4285960,2.4087917,40.1983369,1548.5684925,60137.9423272,114.2254456,26.0547588
2020-11-06 11:08:23.500,64.4989971,28.7793004,12.5776515,51.0000000,52.0000000,28.7575000,218.9440484,4.8329347,45.2409796,2.4451515,2.4252122,40.2072863,1548.5541139,60149.2127747,113.5510420,26.0654251
2020-11-06 11:08:24.000,64.5221882,28.7725249,12.5800301,51.0000000,52.0000000,28.7575000,218.9147707,5.2583518,45.2409680,2.4475301,2.4275713,40.2294560,1548.5631846,60178.1042306,113.5375587,26.0844346
2020-11-06 11:08:24.500,64.5253764,28.7880606,12.5597515,51.0000000,52.0000000,28.7568000,219.5619167,4.5786405,45.2408983,2.4272515,2.4074582,40.2185308,1548.5842340,60164.4231351,113.8945413,26.0708542
2020-11-06 11:08:25.000,64.5213217,28.7828210,12.5594539,51.0000000,52.0000000,28.7568000,219.5581937,5.4897022,45.2412003,2.4269539,2.4071630,40.2201080,1548.5747930,60166.2580650,113.8840764,26.0738162
2020-11-06 11:08:25.500,64.5265184,28.7816162,12.5421199,52.0000000,52.0000000,28.7538000,219.3825292,4.0796119,45.2407473,2.4096199,2.3899703,40.2248152,1548.5769146,60172.3954717,113.7937469,26.0776974
2020-11-06 11:08:26.000,64.5186820,28.7786483,12.6106274,52.0000000,52.0000000,28.7538000,219.3857134,4.4906891,45.2408518,2.4781274,2.4579191,40.2217644,1548.5685607,60168.2692373,113.7880740,26.0766953
2020-11-06 11:08:26.500,64.5091495,28.7888675,12.6421250,52.0000000,52.0000000,28.7442000,221.3019568,4.8224188,45.2408170,2.5096250,2.4891599,40.2063333,1548.5744625,60148.4283235,114.7908593,26.0617407
2020-11-06 11:08:27.000,64.5399344,28.8017961,12.6073501,51.0000000,52.0000000,28.7442000,221.2928588,5.0289134,45.2408402,2.4748501,2.4546686,40.2171615,1548.6126804,60163.2765668,114.8167550,26.0653711
2020-11-06 11:08:27.500,64.5585283,28.8044661,12.5721234,51.0000000,52.0000000,28.7455000,219.5583136,6.0202786,45.2408170,2.4396234,2.4197291,40.2280652,1548.6292418,60177.7482162,113.9285551,26.0725320
2020-11-06 11:08:28.000,64.5596125,28.8054777,12.5980233,52.0000000,52.0000000,28.7455000,219.5589643,6.5718868,45.2430006,2.4655233,2.4454179,40.2279653,1548.6317138,60177.6747343,113.9306700,26.0722240
2020-11-06 11:08:28.500,64.5650081,28.7967771,12.6297878,52.0000000,52.0000000,28.7564000,219.9621066,5.6895048,45.2429890,2.4972878,2.4769233,40.2391593,1548.6256340,60192.0301659,114.1311047,26.0837419
2020-11-06 11:08:29.000,64.5565011,28.7977499,12.5991978,51.0000000,52.0000000,28.7564000,219.9705833,4.1168957,45.2424663,2.4666978,2.4465827,40.2323226,1548.6199676,60183.0565727,114.1329397,26.0781308
2020-11-06 11:08:29.500,64.5293934,28.8030067,12.5760768,51.0000000,52.0000000,28.7627000,219.2487574,4.8434507,45.2426289,2.4435768,2.4236503,40.2086857,1548.6057773,60152.1535722,113.7530238,26.0584417
2020-11-06 11:08:30.000,64.5424243,28.8007293,12.5630029,52.0000000,54.0000000,28.7627000,219.2342916,4.1197637,45.2426637,2.4305029,2.4106831,40.2198435,1548.6125042,60166.7407929,113.7484345,26.0675648
2020-11-06 11:08:30.500,64.5845474,28.8051847,12.5915932,52.0000000,54.0000000,28.7612000,218.7914110,4.8702185,45.2425244,2.4590932,2.4390402,40.2458616,1548.6498623,60201.2312872,113.5431418,26.0857802
2020-11-06 11:08:31.000,64.5845476,28.8087551,12.5983012,51.0000000,52.0000000,28.7612000,218.7963667,4.8701139,45.2425231,2.4658012,2.4456935,40.2428279,1548.6543335,60197.4039847,113.5502732,26.0823128
2020-11-06 11:08:31.500,64.5633123,28.7945164,12.6195070,51.0000000,52.0000000,28.7624000,219.9010088,3.8281857,45.2410028,2.4870070,2.4667263,40.2398821,1548.6214360,60192.8729038,114.0957417,26.0850087
2020-11-06 11:08:32.000,64.5434759,28.7854242,12.5505239,51.0000000,52.0000000,28.7624000,219.9050979,4.6063643,45.2411190,2.4180239,2.3983058,40.2335839,1548.5943737,60184.1257863,114.0773017,26.0830503
